rank,real,imag
0,61.65033990538894,0
1,60.694486178623151,-1.3860074087951408
2,60.694486178623151,1.3860074087951408
3,60.227813877994265,2.3502529307084687
4,60.227813877994265,-2.3502529307084687
5,60.103153480060158,-7.7704867968958657
6,60.103153480060158,7.7704867968958657
7,59.782528167140896,-3.6899204030892894
8,59.782528167140896,3.6899204030892894
9,59.67160212285004,-0.45379650100972002
10,59.67160212285004,0.45379650100972002
11,59.578982419725556,6.5748776850021091
